id,charger_name,charger_id,address,fast_charger,slow_charger,total_charger
1013,덕소쌍용아파트,경기,경기도 남양주시 와부읍 도곡리 993,1,3,4
1014,덕소아이파크 아파트,경기,경기도 남양주시 와부읍 덕소리 612,1,1,2
1015,마석그랜드힐2차,경기,경기도 남양주시 화도읍 마석우리 71-4,0,2,2
1016,마석역신도브래뉴 아파트,경기,경기도 남양주시 화도읍 마석우리 598,1,2,3
1017,모아미래도 아파트,경기,경기도 남양주시 별내동 899,1,0,1
1018,미리내마을 4-2단지,경기,경기도 남양주시 별내동 1048,0,4,4
1019,미리내마을4-4,경기,경기도 남양주시 별내동 1037,0,2,2
1020,반도유보라메이플타운2.0,경기,경기도 남양주시 다산동 6324,0,10,10
1021,별내 동익미라벨38단지아파트,경기,경기도 남양주시 별내동 1058,1,0,1
1022,별내LH별사랑마을2-10단지아파트,경기,경기도 남양주시 별내동 별내3로 251,1,0,1
1023,별내리슈빌아파트,경기,경기도 남양주시 별내동 914,1,2,3
1024,별내신안인스빌아파트,경기,경기도 남양주시 별내동 순화궁로 18,1,3,4
1025,별내아이파크1차,경기,경기도 남양주시 별내동 854,1,2,3
1026,별내아이파크2차,경기,경기도 남양주시 별내동 852,1,1,2
1027,별내우미린아파트,경기,경기도 남양주시 별내동 별내3로 24,1,2,3
1028,별내하우스토리,경기,경기도 남양주시 별내동 872,1,3,4
1029,별빛마을3-5단지,경기,경기도 남양주시 별내동 1054,1,3,4
1030,별사랑마을2-2단지,경기,경기도 남양주시 별내동 905,1,3,4
1031,부영그린타운2단지,경기,경기도 남양주시 다산동 4002-1,1,4,5
1032,부영그린타운3단지,경기,"경기도 남양주시 도농로 34 (도농동, 부영그린타운)",1,4,5
1033,부영그린타운4단지,경기,경기도 남양주시 다산동 4002-1,1,3,4
1034,부영그린타운5단지,경기,경기도 남양주시 도농동 2-1,1,4,5
1035,삼익 아파트,경기,경기도 남양주시 와부읍 덕소리 600-3,1,1,2
1036,삼익파크힐스,경기,"경기도 남양주시 화도읍 비룡로116번길 40 (묵현리, 삼익파크힐스아파트)",1,2,3
1037,수도권119특수구조대,경기,경기도 남양주시 별내동 2190-2,2,0,2
1038,신일유토빌 아파트,경기,경기도 남양주시 별내동 별내4로 63,1,3,4
1039,예당마을 신안인스빌아파트,경기,경기도 남양주시 진접읍 금곡리 1117,1,3,4
1040,오남 제1 공영주차장,경기,경기도 남양주시 오남읍 양지로 176-9 (오남리),1,0,1
1041,오남신동아아파트,경기,경기도 남양주시 오남읍 오남리 887,0,1,1
1042,이마트 진접점,경기,경기도 남양주시 진접읍 금강로유연들1길 154,1,0,1
1043,진건 제4 공영주차장,경기,경기도 남양주시 진건읍 사능리 590-6,1,0,1
1044,진건금강아파트,경기,경기도 남양주시 진건읍 용정리 774-24,1,2,3
1045,진건현대아파트,경기,경기도 남양주시 진건읍 용정리 816-5,1,1,2
1046,진접 제2 공영주차장,경기,경기도 남양주시 진접읍 팔야리 792,1,0,1
1047,진접롯데캐슬 아파트,경기,경기도 남양주시 진접읍 장현리 702,1,2,3
1048,진접센트레빌1단지,경기,경기도 남양주시 진접읍 부평리 764,1,4,5
1049,진접신창비바패밀리아파트,경기,경기도 남양주시 진접읍 진벌리 657,1,1,2
1050,퇴계원금호어울림,경기,경기도 남양주시 퇴계원읍 퇴계원리 369,1,3,4
1051,퇴계원제4공영주차장,경기,경기도 남양주시 퇴계원읍 퇴계원리 229-4,1,0,1
1052,퇴계원종합행정타운,경기,경기도 남양주시 퇴계원읍 퇴계원리 221-3,1,0,1
1053,팔당역 공영주차장,경기,경기도 남양주시 와부읍 팔당리 243-9,1,0,1
1054,평내마을 주공 아파트,경기,"경기도 남양주시 평내로 46 (평내동, 평내마을주공아파트)",1,1,2
1055,평내상록데시앙 아파트,경기,경기도 남양주시 평내동 592,1,2,3
1056,하나로마트 진접점,경기,경기도 남양주시 진접읍 해밀예당1로 8,2,0,2
1057,한국전력공사 남양주지사,경기,경기도 남양주시 다산동 6246,1,2,3
1058,호평6단지 휴먼시아,경기,경기도 남양주시 호평동 712,1,3,4
1059,호평KCC스위첸아파트,경기,경기도 남양주시 호평로45번길 11-15,0,5,5
1060,호평동원로얄듀크 아파트,경기,경기도 남양주시 호평동 676,1,1,2
1061,화도수동행정복지센터,경기,경기도 남양주시 화도읍 마석우리 548,1,0,1
1062,화도효성해링턴플레이스,경기,"경기도 남양주시 화도읍 경춘로2248번길 40 (월산리, 화도 효성해링턴 플레이스)",1,1,2
1063,힐스테이트황금산,경기,경기도 남양주시 지금동 129-65,1,3,4
1064,(고속도로)지리산휴게소 대구방향,전라,전라북도 남원시 아영면 아곡리 446-6,2,0,2
1065,남원문화예술지원센터,전라,전라북도 남원시 하정동 192-4,1,0,1
1066,남원부영3차 아파트,전라,전라북도 남원시 월락동 642,1,1,2
1067,남원산이고운코아루,전라,전라북도 남원시 월락동 659,1,1,2
1068,남원지사,전라,전라북도 남원시 향교동 140,0,3,3
1069,남원지사(공용),전라,전라북도 남원시 향교동 140,2,1,3
1070,도통동행정복지센터,전라,전라북도 남원시 도통동 564,1,0,1
1071,백두대간 생태교육관,전라,전라북도 남원시 운봉읍 주촌리 595-6,1,0,1
1072,프라임로즈,전라,전라북도 남원시 향교동 153,0,1,1
1073,나비생태공원,경상,경상남도 남해군 삼동면 봉화리 2136-5,1,0,1
1074,남해읍 공영주차장,경상,경상남도 남해군 남해읍 북변리 264-4,2,0,2
1075,남해읍 하수처리장,경상,경상남도 남해군 남해읍 남변리 138,1,0,1
1076,남해지사,경상,경상남도 남해군 남해읍 심천리 955-1,1,2,3
1077,농업기술센터,경상,경상남도 남해군 이동면 다정리 985,1,0,1
1078,동창선 다누리 플랫폼,경상,경상남도 남해군 창선면 오용리 473-1,1,0,1
1079,보물섬마늘나라,경상,경상남도 남해군 이동면 다정리 906,1,0,1
1080,서면 스포츠파크 공영주차장,경상,경상남도 남해군 서면 서상리 1182-4,2,0,2
1081,서면종합복지관,경상,경상남도 남해군 서면 서상리 707-1,1,0,1
1082,유배문학관주차장,경상,경상남도 남해군 남해읍 남변리 555,1,0,1
1083,창선대교주차장,경상,경상남도 남해군 창선면 대벽리 6-5,1,0,1
1084,파독전시관 주차장,경상,경상남도 남해군 삼동면 봉화리 2572,2,0,2
1085,공릉2단지라이프 아파트,서울,서울특별시 노원구 공릉동 708,1,0,1
1086,공릉대동 아파트,서울,서울특별시 노원구 공릉동 동일로175길 38,0,1,1
1087,공릉동부 아파트,서울,서울특별시 노원구 공릉동 공릉로 206,0,2,2
1088,공릉동현대성우 아파트,서울,서울특별시 노원구 공릉동 공릉로27길 110,0,2,2
1089,공릉풍림아파트,서울,서울특별시 노원구 공릉동 섬밭로 139,1,2,3
1090,노원구청,서울,서울특별시 노원구 상계동 701-1,1,0,1
1091,노원도봉지사,서울,서울특별시 노원구 상계동 700,1,4,5
1092,노원우성아파트,서울,서울특별시 노원구 상계동 상계로7길 18,0,2,2
1093,노원프레미어스엠코,서울,서울특별시 노원구 공릉동 670-20,0,2,2
1094,동신 아파트,서울,서울특별시 노원구 공릉동 공릉로 213,1,1,2
1095,동진신안 아파트,서울,서울특별시 노원구 중계동 364,1,1,2
1096,롯데우성 아파트,서울,서울특별시 노원구 중계동 361-1,1,0,1
1097,미주동방벽운 아파트,서울,서울특별시 노원구 상계동 1265,0,2,2
1098,북서울시립미술관,서울,서울특별시 노원구 중계동 508,4,0,4
1099,삼육대학교,서울,서울특별시 노원구 공릉동 26-21,2,0,2
1100,상계동아불암아파트,서울,서울특별시 노원구 상계동 1285,1,2,3
1101,상계동양 아파트,서울,서울특별시 노원구 상계동 상계로5길 12,1,2,3
1102,상계신동아 아파트,서울,서울특별시 노원구 상계동 한글비석로52길 66,1,2,3
1103,상계주공15단지,서울,서울특별시 노원구 상계동 652,2,0,2
1104,상계주공16단지아파트,서울,서울특별시 노원구 상계동 624,1,1,2
1105,서울과학기술대학교,서울,서울특별시 노원구 공릉동 172,4,0,4
1106,수락리버시티3단지,서울,서울특별시 노원구 상계동 누원로 28,1,1,2
1107,월계청백1단지 아파트,서울,서울특별시 노원구 월계동 초안산로 89,1,2,3
1108,인재개발원,서울,서울특별시 노원구 노원길 130,1,1,2
1109,인재개발원(공용),서울,서울특별시 노원구 공릉동 170-2,0,2,2
1110,중계건영3차아파트,서울,"서울특별시 노원구 노원로22길 71 (중계동, 건영3차아파트)",1,1,2
1111,중계경남롯데상아 아파트,서울,"서울특별시 노원구 섬밭로 265 (중계동, 경남,롯데,상아아파트)",2,0,2
1112,중계삼성 아파트,서울,서울특별시 노원구 중계동 593,1,2,3
1113,중계센트럴파크,서울,"서울특별시 노원구 덕릉로70가길 21 (상계동, 중계센트럴파크)",1,0,1
1114,중계우성3차아파트,서울,서울특별시 노원구 중계동 덕릉로 613,0,2,2
1115,중계주공4단지 아파트,서울,서울특별시 노원구 중계동 덕릉로76길 29,1,3,4
1116,중계현대2차 아파트,서울,서울특별시 노원구 한글비석로 15길 51,0,1,1
1117,학여울청구 아파트,서울,서울특별시 노원구 하계동 동일로207길 186,1,4,5
1118,한국원자력의학원,서울,서울특별시 노원구 공릉동 215-4,1,0,1
1119,현대그린 아파트,서울,서울특별시 노원구 중계동 중계로8길 39,0,2,2
1120,화랑타운,서울,서울특별시 노원구 공릉동 화랑로51길 17,1,2,3
1121,(고속도로)벌곡휴게소 논산방향,충청,충청남도 논산시 벌곡면 신양리 475,1,0,1
1122,강경대흥시장,충청,충청남도 논산시 강경읍 대흥로 23-1 (대흥리),1,0,1
1123,강경읍사무소,충청,충청남도 논산시 강경읍 대흥리 7,2,0,2
1124,강경젓갈시장,충청,충청남도 논산시 강경읍 염천리 20,1,0,1
1125,강산동신아파트,충청,충청남도 논산시 강산동 645,1,1,2
1126,국방대학교,충청,충청남도 논산시 양촌면 거사리 230,2,0,2
1127,논산 농협하나로마트,충청,충청남도 논산시 대학로 48,2,0,2
1128,논산계룡교육지원청,충청,충청남도 논산시 취암동 307-2,2,0,2
1129,논산대림 아파트,충청,충청남도 논산시 부창동 209-4,1,2,3
1130,논산부영 아파트,충청,충청남도 논산시 강산동 643,1,4,5
1131,논산시 농업기술센터,충청,충청남도 논산시 부적면 덕평리 40-8,2,0,2
1132,논산시 문화예술회관,충청,충청남도 논산시 내동 279-4,2,0,2
1133,논산제이파크2단지 아파트,충청,충청남도 논산시 내동 272-7,1,1,2
1134,논산지사(업무용),충청,충청남도 논산시 취암동 103-3,0,2,2
1135,부창동 공영주차장 초급속 전기차충전소,충청,충청남도 논산시 대교동 203-97,1,0,1
1136,아주아파트,충청,충청남도 논산시 내동 968,1,1,2
1137,양촌농협 본점,충청,충청남도 논산시 양촌면 인천리 245-1,1,0,1
1138,양촌농협 산지유통물류센터,충청,충청남도 논산시 양촌면 채광리 358-3,1,0,1
1139,연무기산 아파트,충청,충청남도 논산시 연무읍 동산리 903-17,1,1,2
1140,연무안심시장,충청,충청남도 논산시 연무읍 안심리 19-31,2,0,2
1141,연산전통시장,충청,충청남도 논산시 연산면 연산리 367-13,2,0,2
1142,인터불고코아루아파트,충청,충청남도 논산시 대교동 340,0,1,1
1143,중앙2리주차장,충청,충청남도 논산시 강경읍 중앙리 81-1,1,0,1
1144,취암리슈빌아파트,충청,충청남도 논산시 취암동 1081,0,4,4
1145,화지시장,충청,충청남도 논산시 화지동 41-119,2,0,2
1146,힐스테이트자이논산,충청,충청남도 논산시 내동 1105,0,3,3
1147,단양군청,충청,충청북도 단양군 단양읍 별곡리 300,2,0,2
1148,단양보건소,충청,충청북도 단양군 단양읍 상진리 84,1,0,1
1149,단양성원 아파트,충청,충청북도 단양군 단양읍 별곡리 570,0,1,1
1150,단양지사,충청,충청북도 단양군 단양읍 별곡리 306,1,0,1
1151,도담삼봉,충청,충청북도 단양군 매포읍 하괴리 84-1,1,0,1
1152,매포읍사무소,충청,충청북도 단양군 매포읍 평동리 277-2,1,0,1
1153,별방민원센터,충청,충청북도 단양군 영춘면 장발리 221-1,1,0,1
1154,LH대구경북본부,대구,대구광역시 달서구 상화로 272,2,0,2
1155,계명대학교 성서캠퍼스(공학관),대구,대구광역시 달서구 달구벌대로 1095,2,0,2
1156,계명대학교 성서캠퍼스(동영관),대구,대구광역시 달서구 신당동 1000-2,2,0,2
1157,나래마을,대구,대구광역시 달서구 도원동 한실로 29,1,2,3
1158,달서구노인종합복지관,대구,대구광역시 달서구 본동 804-2,1,0,1
1159,달서시장 공영주차장,대구,대구광역시 달서구 본리동 110-5,2,0,2
1160,대곡사계절타운,대구,대구광역시 달서구 도원동 한실로 117,1,4,5
1161,대곡주공9단지아람마을,대구,대구광역시 달서구 도원동 한실로 30,1,3,4
1162,대구수목원 제3주차장,대구,대구광역시 달서구 대곡동 1041,1,1,2
1163,대구월배2차IPARK,대구,대구광역시 달서구 유천동 월배로5길 76,1,0,1
1164,동방현대타운,대구,대구광역시 달서구 상인동 상인서로 85,1,1,2
1165,동서장관빌라,대구,대구광역시 달서구 송현동 중흥로 68,0,2,2
1166,동화로즈빌,대구,대구광역시 달서구 죽전동 죽전1길 81,1,1,2
1167,두류공원 초급속 EV충전소,대구,대구광역시 달서구 두류동 597,8,0,8
1168,두류공원 테니스장,대구,대구광역시 달서구 두류동 597-3,2,1,3
1169,두류보성맨션 아파트,대구,대구광역시 달서구 두류동 두류6길 9,0,2,2
1170,롯데캐슬레이크,대구,대구광역시 달서구 도원동 상화로58길 86,1,3,4
1171,미리샘마을,대구,대구광역시 달서구 도원동 한실로 134,1,2,3
1172,배실공원주차장,대구,대구광역시 달서구 이곡동 1319,2,0,2
1173,본리2차롯데캐슬,대구,대구광역시 달서구 본리동 대명천로 119,1,2,3
1174,본리롯데캐슬 아파트,대구,대구광역시 달서구 본리동 대명천로 101,1,1,2
1175,삼정그린빌아파트,대구,대구광역시 달서구 두류동 486-2,0,3,3
1176,삼정브리티시용산,대구,대구광역시 달서구 감삼동 달구벌대로 1530,1,3,4
1177,상인대성스카이렉스 아파트,대구,대구광역시 달서구 상인동 월배로 183,1,1,2
1178,상인보성맨션,대구,대구광역시 달서구 상인동 상인서로 75,1,2,3
1179,상인서한타운,대구,대구광역시 달서구 상인동 상인서로 46,1,0,1
1180,상인역e편한세상1단지 아파트,대구,대구광역시 달서구 상인동 월서로 14,1,2,3
1181,상인역e편한세상2단지 아파트,대구,대구광역시 달서구 상인동 월서로3길 15,1,3,4
1182,상인화성파크드림1단지,대구,대구광역시 달서구 상인동 송현로7길 10,1,4,5
1183,상인화성파크드림2단지,대구,대구광역시 달서구 상인동 송현로7길 9,1,4,5
1184,성당동1공영주차장,대구,대구광역시 달서구 성당동 638-1,1,0,1
1185,성당동포스코더샵,대구,대구광역시 달서구 성당동 장기로 115,1,3,4
1186,성당에덴타운,대구,대구광역시 달서구 성당동 성당로33길 16,0,2,2
1187,성서 한빛마을 아파트,대구,대구광역시 달서구 이곡동 선원남로 99,1,4,5
1188,성서 한샘타운 아파트,대구,대구광역시 달서구 이곡동 선원남로 77,1,3,4
1189,성서1차영남우방타운,대구,대구광역시 달서구 용산동 성지로 11,1,3,4
1190,성서2차영남우방타운,대구,대구광역시 달서구 용산동 이곡공원로 83,0,3,3
1191,성서무지개타운,대구,대구광역시 달서구 선원로 171,1,0,1
1192,성서삼성한국형,대구,대구광역시 달서구 호산로 126,2,0,2
1193,성서용산시장공영주차장,대구,대구광역시 달서구 용산동 448-9,1,0,1
1194,성서우방유쉘 아파트,대구,대구광역시 달서구 파호동 달구벌대로 995,1,2,3
1195,성서우방타운,대구,대구광역시 달서구 이곡동 계대동문로 123,1,0,1
1196,성서청남타운,대구,대구광역시 달서구 이곡동 성서서로 330,0,2,2
1197,송현2동공영주차장,대구,대구광역시 달서구 송현동 496-2,1,0,1
1198,송현월성아파트,대구,대구광역시 달서구 송현동 1909-27,0,3,3
1199,앞산청구제네스,대구,대구광역시 달서구 월배로 340,1,0,1
1200,용산동서우방타운,대구,대구광역시 달서구 용산동 장산로 20,1,1,2
1201,용산롯데캐슬그랜드,대구,대구광역시 달서구 용산동 장산남로 33,2,0,2
1202,용산청구블루빌타운,대구,대구광역시 달서구 용산동 용산로 254,1,1,2
1203,월드마크웨스트엔드 아파트,대구,대구광역시 달서구 감삼동 와룡로 169,1,3,4
1204,월배역라온프라이빗,대구,대구광역시 달서구 진천동 72,0,1,1
1205,월배역포스코더샵 아파트,대구,대구광역시 달서구 진천동 월서로 51,1,0,1
1206,월배힐스테이트,대구,대구광역시 달서구 대천동 조암남로 132,1,2,3
1207,월성동삼성래미안 아파트,대구,대구광역시 달서구 월성동 상원로 143,1,3,4
1208,월성동서타운,대구,대구광역시 달서구 월성동 학산로7길 5,0,3,3
1209,월성코오롱하늘채1단지,대구,대구광역시 달서구 조암남로16길 19,1,3,4
1210,월성화성타운,대구,대구광역시 달서구 월성동 학산로2길 27,1,0,1
1211,월촌화성타운 아파트,대구,대구광역시 달서구 상인동 송현로7길 41,1,2,3
1212,유천포스코더샵 아파트,대구,대구광역시 달서구 유천동 달서대로 67,1,3,4
1213,진천역AK그랑폴리스,대구,대구광역시 달서구 유천동 월배로11길 33,2,0,2
1214,진천역대성스카이렉스,대구,대구광역시 달서구 진천동 월배로 80,1,2,3
1215,진천역대우이안 아파트,대구,대구광역시 달서구 진천동 진천로 18길 10,0,2,2
1216,진천코오롱하늘채,대구,대구광역시 달서구 진천동 상화로 65,0,2,2
1217,학산근린공원삼거리주차장,대구,대구광역시 달서구 본동 1119,1,0,1
1218,한국산업인력공단,대구,대구광역시 달서구 갈산동 971-5,1,0,1
1219,협성휴포레월성,대구,대구광역시 달서구 조암로10길 11,1,0,1
1220,(고속도로)현풍휴게소 대구방면,대구,대구광역시 달성군 현풍읍 성하리 716,2,0,2
1221,(고속도로)현풍휴게소 창원방면,대구,대구광역시 달성군 현풍읍 성하리 272,2,0,2
1222,(전주거치형)논공로15길 노상주차장,대구,대구광역시 달성군 논공읍 남리 1142-15,0,1,1
1223,(전주거치형)논공중앙로 노상주차장,대구,대구광역시 달성군 논공읍 북리 833-75,0,1,1
1224,(전주거치형)논공중앙로34길노상주차장,대구,대구광역시 달성군 논공읍 북리 1-134,0,1,1
1225,(전주거치형)비슬로길 노상주차장,대구,대구광역시 달성군 논공읍 남리 137-21,0,1,1
1226,lh옥포천년나무2단지,대구,대구광역시 달성군 옥포읍 돌미로 51,1,3,4
1227,가창체육공원,대구,대구광역시 달성군 가창면 대일리 319-1,1,0,1
1228,남대구지사,대구,대구광역시 달성군 화원읍 비슬로509길 26,2,7,9
1229,네이처파크 스파벨리,대구,대구광역시 달성군 가창면 가창로 891(가창면 냉천리),1,0,1
1230,달성2차청아람 아파트,대구,대구광역시 달성군 구지면 과학마을로2길 6,1,4,5
1231,달성유통센터,대구,대구광역시 달성군 화원읍 설화리 555,1,0,1
1232,달성종합스포츠파크,대구,대구광역시 달성군 현풍읍 성하리 228-2,1,1,2
1233,대곡역그린빌,대구,대구광역시 달성군 화원읍 명천로 57,1,1,2
1234,대곡역그린빌아파트,대구,대구광역시 달성군 화원읍 명천로 57,0,2,2
1235,대구경북과학기술원,대구,대구광역시 달성군 현풍읍 상리 50-1,2,0,2
1236,대구교도소,대구,대구광역시 달성군 하빈면 하빈로 202,3,0,3
1237,대실역e-편한세상,대구,대구광역시 달성군 다사읍 죽곡1길 42,1,3,4
1238,명곡미래빌1단지,대구,대구광역시 달성군 화원읍 명곡로 11,0,8,8
1239,북죽곡엠코타운더솔레뉴,대구,대구광역시 달성군 다사읍 세천로 160,1,3,4
1240,비슬산 유스호스텔,대구,대구광역시 달성군 유가읍 용리 31-2,2,0,2
1241,세천로1길 노상주차장,대구,대구광역시 달성군 다사읍 세천리 1670-7,0,1,1
1242,제일풍경채더퍼스트,대구,대구광역시 달성군 현풍면 테크노상업로 49,1,3,4
1243,제일풍경채센트럴,대구,대구광역시 달성군 유가면 테크노대로 165,1,4,5
1244,천내보성타운,대구,대구광역시 달성군 화원읍 화원로 37,0,1,1
1245,청구청탑맨션,대구,대구광역시 달성군 화원읍 본리리 1-2,0,2,2
1246,테크노폴리스반도유보라,대구,대구광역시 달성군 유가면 테크노대로 195,1,3,4
1247,테크노폴리스서한이다음,대구,대구광역시 달성군 현풍면 테크노상업로 33,1,3,4
1248,테크노폴리스진아리채,대구,대구광역시 달성군 유가면 테크노대로5길 79,1,0,1
1249,평광행복타운 아파트,대구,대구광역시 달성군 논공읍 논공중앙로22길 12,0,2,2
1250,한국생산기술연구원(달성),대구,대구광역시 달성군 유가읍 테크노순환로 320,2,0,2
1251,한국폴리텍대학 달성캠퍼스,대구,대구광역시 달성군 논공읍 논공로 226,1,0,1
1252,한빛타운,대구,대구광역시 달성군 화원읍 비슬로491길 13,0,2,2
1253,한일우호관,대구,대구광역시 달성군 가창면 우록리 175-1,1,0,1
1254,한전달성전력지사,대구,대구광역시 달성군 화원읍 구라리 1718-1,0,1,1
1255,호반베르디움더클래스,대구,대구광역시 달성군 유가면 테크노대로5길 80,1,3,4
1256,화원명곡공원,대구,대구광역시 달성군 화원읍 인흥1길 12,1,0,1
1257,화원태왕리더스,대구,대구광역시 달성군 화원읍 화원로3길 66,0,3,3
1258,화원태왕타운,대구,대구광역시 달성군 화원읍 성화로4길 13,1,3,4
1259,힐데스하임,대구,대구광역시 달성군 유가면 테크노북로9길 42,1,0,1
1260,담양월산농협,전라,전라남도 담양군 월산면 월산리 455-1,1,0,1
1261,담양지사,전라,전라남도 담양군 담양읍 백동리 348-1,1,2,3
1262,대덕면사무소,전라,전라남도 담양군 대덕면 매산리 94,1,0,1
1263,메타세쿼이아길,전라,전라남도 담양군 담양읍 학동리 40-16,1,0,1
1264,전라남도담양교육지원청,전라,전라남도 담양군 담양읍 강쟁리 176-6,1,0,1
1265,가교2리마을회관,충청,충청남도 당진시 송악읍 가교리 352,1,0,1
1266,기지시줄다리기박물관,충청,충청남도 당진시 송악읍 기지시리 49-1,1,0,1
1267,농어촌공사 당진지사,충청,충청남도 당진시 읍내동 306-8,2,0,2
1268,당진 왜목마을 주차장,충청,충청남도 당진시 석문면 교로리 847-71,1,0,1
1269,당진1차푸르지오,충청,충청남도 당진시 읍내동 1451,1,3,4
1270,당진교육문화스포츠센터,충청,충청남도 당진시 읍내동 219-94,1,0,1
1271,당진농협 하나로마트,충청,충청남도 당진시 대덕동 376-1,2,0,2
1272,당진롯데캐슬 아파트,충청,충청남도 당진시 송악읍 반촌리 987,1,2,3
1273,당진신평LIG리가 아파트,충청,충청남도 당진시 신평면 금천리 1642,1,0,1
1274,당진전력문화홍보관 주차장,충청,충청남도 당진시 석문면 교로리 983-1,3,0,3
1275,당진지사,충청,충청남도 당진시 천변2길 123,1,3,4
1276,당진하늘채,충청,충청남도 당진시 읍내동 1061,1,2,3
1277,당진화력본부 주차장,충청,충청남도 당진시 석문면 교로리 974,2,0,2
1278,대덕마을5단지,충청,충청남도 당진시 대덕동 1875,1,1,2
1279,대호지면사무소,충청,충청남도 당진시 대호지면 조금리 183,1,0,1
1280,복운3리 공영주차장,충청,충청남도 당진시 송악읍 복운리 1674-1,2,0,2
1281,삼성쉐르빌 아파트,충청,충청남도 당진시 채운동 1117,1,2,3
1282,삽교호관광지,충청,충청남도 당진시 신평면 삽교천길 90-3 (운정리),1,0,1
1283,솔뫼성지,충청,충청남도 당진시 우강면 송산리 108,1,0,1
1284,송산청광플러스원아파트,충청,충청남도 당진시 송산면 송산로 864-10,0,2,2
1285,송악e편한세상 아파트,충청,충청남도 당진시 송악읍 가학리 690,1,2,3
1286,송악사회복지관,충청,충청남도 당진시 송악읍 중흥리 367,1,0,1
1287,신성대학교,충청,충청남도 당진시 정미면 덕마리 220,1,0,1
1288,신성미소지움2단지,충청,충청남도 당진시 송악읍 복운리 1629-2,1,2,3
1289,원당이안 아파트,충청,충청남도 당진시 원당동 1257,1,3,4
1290,정미면주민자치센터 주차장,충청,충청남도 당진시 정미면 천의리 289-11,1,0,1
1291,채운공원휴먼빌,충청,충청남도 당진시 채운동 1124,1,1,2
1292,청광플러스원,충청,충청남도 당진시 읍내동 당진중앙2로 184,0,2,2
1293,충청남도 당진교육지원청,충청,충청남도 당진시 대덕동 1807,1,0,1
1294,대전대덕구청 주차장,대전,대전광역시 대덕구 대전로 1033번길 20,2,0,2
1295,법동생활체육공영주차장,대전,대전광역시 대덕구 법동 439-1,1,0,1
1296,송촌공영주차장,대전,대전광역시 대덕구 송촌동 478-2,1,0,1
1297,송촌주민센터 공영주차장,대전,대전광역시 대덕구 송촌동 460-2,1,0,1
1298,한국수자원공사,대전,"대전광역시 대덕구 신탄진로 200 (연축동, 한국수자원공사)",2,0,2
1299,한국수자원공사 대청공원,대전,대전광역시 대덕구 미호동 57-4,2,0,2
1300,행복한마을 아파트,대전,대전광역시 대덕구 평촌동 540-1,1,2,3
1301,대상타운현대아파트,서울,서울특별시 도봉구 방학동 720-1,1,2,3
1302,도깨비시장 공영주차장,서울,서울특별시 도봉구 방학동 632-1,1,0,1
1303,도봉서원 아파트,서울,서울특별시 도봉구 도봉동 641-1,2,0,2
1304,도봉현대성우 아파트,서울,서울특별시 도봉구 마들로 735-8,1,1,2
1305,동아청솔아파트,서울,서울특별시 도봉구 창동 808,2,3,5
1306,방학3동 주민센터,서울,서울특별시 도봉구 방학동 498-16,1,0,1
1307,방학5단지 신동아 아파트,서울,서울특별시 도봉구 방학동 방학로12길 53,0,2,2
1308,방학극동 아파트,서울,서울특별시 도봉구 시루봉로 11길 25-8,1,0,1
1309,방학금광포란재,서울,서울특별시 도봉구 방학동 도봉로150바길 26,0,2,2
1310,방학명품ESA2단지,서울,서울특별시 도봉구 방학동 716-5,0,2,2
1311,방학우성1차 아파트,서울,서울특별시 도봉구 방학동 해등로 286-5,1,3,4
1312,북한산코오롱하늘채 아파트,서울,서울특별시 도봉구 우이천로 367,1,2,3
1313,서울가든 아파트,서울,서울특별시 도봉구 도봉동 도봉산길 35,1,2,3
1314,서울북부지검,서울,서울특별시 도봉구 도봉동 626-20,4,0,4
1315,쌍문미라보아파트,서울,"서울특별시 도봉구 시루봉로2길 62 (쌍문동, 쌍문미라보아파트)",0,1,1
1316,쌍문염광 아파트,서울,서울특별시 도봉구 쌍문동 우이천로30길 28,0,2,2
1317,쌍문한양6차 아파트,서울,서울특별시 도봉구 시루봉로 58,1,3,4
1318,창3동 주민센터,서울,서울특별시 도봉구 창동 462-2,1,0,1
1319,창동2차현대아파트,서울,서울특별시 도봉구 창동 도봉로136길 111,1,2,3
1320,창동3차현대아파트,서울,서울특별시 도봉구 창동 도봉로 428,0,2,2
1321,창동대동 아파트,서울,서울특별시 도봉구 창동 도봉로 642-30,0,2,2
1322,창동대우아파트,서울,"서울특별시 도봉구 덕릉로63가길 43 (창동, 창동대우아파트)",1,0,1
1323,창동쌍용 아파트,서울,서울특별시 도봉구 창동 마들로 551,1,0,1
1324,창동주공18단지아파트,서울,"서울특별시 도봉구 노해로70길 126 (창동, 주공18단지아파트)",1,0,1
1325,창동한승미메이드 아파트,서울,서울특별시 도봉구 덕릉로 60길 164-13,1,1,2
1326,창동한신 아파트,서울,서울특별시 도봉구 창동 덕릉로60바길 21,0,1,1
1327,한일병원,서울,서울특별시 도봉구 쌍문동 388-1,1,0,1
1328,효성하이타운,서울,서울특별시 도봉구 방학동 방학로11길 33,0,2,2
1329,(전주거치형)범5-2구역,부산,부산광역시 동구 좌천동 1132-3,0,1,1
1330,(전주거치형)스카이웨이,부산,부산광역시 동구 초량동 산 53-1,0,1,1
1331,(전주거치형)화신칼라,부산,부산광역시 동구 범일동 830-72,0,1,1
1332,MS카오디오,대구,대구광역시 동구 용계동 942-3,1,0,1
