id,charger_name,charger_id,address,fast_charger,slow_charger,total_charger
1333,e편한세상 세계육상선수촌2단지,대구,"대구광역시 동구 안심로16길 71 (율하동, e편한세상세계육상선수촌2단지)",1,3,4
1334,가구거리 공영주차장,부산,부산광역시 동구 범일동 183,1,0,1
1335,각산태영데시앙,대구,대구광역시 동구 각산동 905,1,2,3
1336,강변동서마을관리사무소,대구,대구광역시 동구 용계동 471-1,0,5,5
1337,광주전남지방병무청,광주,광주광역시 동구 학동 69,1,0,1
1338,궁동공영주차장,광주,광주광역시 동구 궁동 15,1,0,1
1339,금남배전스테이션,광주,광주광역시 동구 금남로4가 81-1,1,0,1
1340,남해지방해양경찰청,부산,부산광역시 동구 좌천동 68-889,2,0,2
1341,대구공항,대구,"대구광역시 동구 공항로 221 (지저동, 대구국제공항)",7,0,7
1342,대구보호관찰소,대구,대구광역시 동구 신암동 1503,2,0,2
1343,대구축협 축산물프라자,대구,대구광역시 동구 용계동 444-2,2,0,2
1344,대구혁신LH이노힐즈,대구,"대구광역시 동구 메디밸리로 35 (사복동, 대구혁신엘에이치이노힐즈)",1,2,3
1345,대구혁신센텀힐즈,대구,대구광역시 동구 대림동 887,1,0,1
1346,대산학원,대전,대전광역시 동구 대성동 295-1,3,0,3
1347,대전동구청 주차장,대전,대전광역시 동구 동구청로 147,2,0,2
1348,대전충남직할(공용),대전,대전광역시 동구 용전동 9-7,4,0,4
1349,대전충남직할(업무용),대전,대전광역시 동구 용전동 9-7,0,13,13
1350,동구생활문화센터,대전,대전광역시 동구 가오동 559-1,1,0,1
1351,동구청앞 공영주차장,인천,인천광역시 동구 금곡동 55-5,1,0,1
1352,동구체육공원 공영주차장,부산,부산광역시 동구 수정동 712-148,1,0,1
1353,동대구유성푸르나임 아파트,대구,"대구광역시 동구 동부로22길 48 (신천동, 유성푸르나임)",1,0,1
1354,동대구지사,대구,대구광역시 동구 효목동 626,0,7,7
1355,동대구지사(공용),대구,대구광역시 동구 효목동 626,2,2,4
1356,동산휴먼시아1단지 아파트,인천,인천광역시 동구 송림동 342,1,2,3
1357,동울산종합시장 공영주차장,울산,울산광역시 동구 전하동 647-1,2,0,2
1358,동화해오름타운,대구,대구광역시 동구 신서동 538-1,0,3,3
1359,명덕호수공원 공영주차장,울산,울산광역시 동구 전하동 290-52,1,0,1
1360,무등파크맨션3차,광주,광주광역시 동구 운림동 628,0,2,2
1361,바흐카운티,인천,인천광역시 동구 송림동 230-6,0,2,2
1362,방촌천 복개주차장,대구,대구광역시 동구 검사동 955-21,1,0,1
1363,부산과학체험관,부산,부산광역시 동구 초량동 1167,1,0,1
1364,부산항국제여객터미널,부산,부산광역시 동구 초량동 45-39,1,0,1
1365,서림초교 뒤 공영주차장,인천,인천광역시 동구 송림동 61-8,1,0,1
1366,소태한국아델리움아파트,광주,광주광역시 동구 소태동 761-3,0,3,3
1367,송림진로 아파트,인천,인천광역시 동구 송림동 94-11,0,2,2
1368,송림휴먼시아1단지 아파트,인천,인천광역시 동구 송림동 341,1,3,4
1369,수정1동 공영주차장,부산,부산광역시 동구 수정동 1043-60,1,0,1
1370,수정공원상로 제1노상주차장,부산,부산광역시 동구 수정동 1178-47,1,0,1
1371,수정산 공영주차장,부산,부산광역시 동구 수정동 600-3,1,0,1
1372,시민안전테마파크,대구,대구광역시 동구 용수동 89,1,1,2
1373,신동아파밀리에 아파트,대전,대전광역시 동구 홍도동 1003,1,0,1
1374,신암뜨란채,대구,"대구광역시 동구 아양로7길 12 (신암동, 신암뜨란채)",1,2,3
1375,신천자이아파트,대구,대구광역시 동구 신천동 1503,1,0,1
1376,아침마을 아파트,대전,대전광역시 동구 가양동 705,1,2,3
1377,영조아름다운나날1단지,대구,"대구광역시 동구 안심로 402 (신서동, 영조아름다운나날1단지)",1,3,4
1378,용운국제수영장,대전,대전광역시 동구 용운동 301-1,2,0,2
1379,운림글로벌,광주,광주광역시 동구 운림동 689,0,2,2
1380,운림라인2차 아파트,광주,광주광역시 동구 운림동 654,1,2,3
1381,울산대교 전망대 공영주차장,울산,울산광역시 동구 방어동 산 410-1,1,0,1
1382,월남 호반베르디움2차,광주,광주광역시 동구 월남동 638,0,5,5
1383,월남공용차고지,광주,광주광역시 동구 월남동 177,2,0,2
1384,율하우방아이유쉘,대구,"대구광역시 동구 금호강변로3길 22 (율하동, 우방아이유쉘아파트)",1,3,4
1385,율하휴먼시아12단지,대구,"대구광역시 동구 금호강변로 315 (율하동, 율하 휴먼시아12단지)",1,2,3
1386,은어송3단지,대전,대전광역시 동구 가오동 496,1,2,3
1387,은어송마을2단지 아파트,대전,대전광역시 동구 대성동 130,1,2,3
1388,이마트 반야월점,대구,대구광역시 동구 신서동 520-1,1,0,1
1389,이시아폴리스더샵1차,대구,"대구광역시 동구 팔공로53길 10 (봉무동, 이시아폴리스 더샵 1차)",1,2,3
1390,이시아폴리스더샵3차,대구,"대구광역시 동구 팔공로51길 10 (봉무동, 이시아폴리스 더샵 3차)",2,2,4
1391,전기공사협회 주차장,대전,대전광역시 동구 용전동 21-9,1,0,1
1392,전남대병원 주차타워,광주,광주광역시 동구 학동 8,2,0,2
1393,전하시장 공영주차장,울산,울산광역시 동구 전하동 449-10,1,0,1
1394,진로이스트타운,대구,대구광역시 동구 효목동 55,1,2,3
1395,차이나타운 공영주차장,부산,부산광역시 동구 초량동 544-4,1,0,1
1396,천동휴먼시아2단지,대전,"대전광역시 동구 대전로542번길 78-1 (천동, 휴먼시아2단지아파트)",1,0,1
1397,천일맨션,대구,대구광역시 동구 신기동 555,0,1,1
1398,태왕그린힐즈,대구,"대구광역시 동구 파계로 46 (지묘동, 태왕그린힐즈)",1,2,3
1399,태왕메트로시티,대구,"대구광역시 동구 동북로 500 (효목동, 태왕메트로시티)",2,2,4
1400,한국폴리텍Ⅳ대학 대전캠퍼스,대전,대전광역시 동구 가양동 91-2,2,0,2
1401,혁신도시서한이다음4차,대구,대구광역시 동구 숙천동 388,0,5,5
1402,혁신서한이다음3차,대구,대구광역시 동구 대림동 885,1,2,3
1403,협화문화아파트,대구,대구광역시 동구 검사동 1021,0,1,1
1404,답십리래미안위브1블럭,서울,서울특별시 동대문구 답십리로 130,1,2,3
1405,답십리래미안위브2블럭,서울,서울특별시 동대문구 답십리로 130,1,2,3
1406,동답 공영주차장,서울,서울특별시 동대문구 답십리동 2-283,1,0,1
1407,동일스위트리버,서울,서울특별시 동대문구 휘경동 366,1,0,1
1408,래미안엘파인 아파트,서울,서울특별시 동대문구 답십리동 1000,1,2,3
1409,배봉공영주차장,서울,서울특별시 동대문구 휘경동 286-66,2,0,2
1410,브라운스톤휘경,서울,서울특별시 동대문구 휘경동 368,1,0,1
1411,이문쌍용아파트,서울,서울특별시 동대문구 이문동 64,1,2,3
1412,장안힐스테이트 아파트,서울,서울특별시 동대문구 장안동 329-2,1,2,3
1413,장영당길 공영주차장,서울,서울특별시 동대문구 답십리동 484-45,2,0,2
1414,전농sk 아파트,서울,서울특별시 동대문구 전농동 10,2,0,2
1415,청량리역사(한화역사),서울,"서울특별시 동대문구 왕산로 214 (전농동, 청량리역,롯데백화점)",2,0,2
1416,청솔우성,서울,서울특별시 동대문구 답십리동 80,1,1,2
1417,회기동 공영주차장,서울,서울특별시 동대문구 회기동 1-1,2,0,2
1418,휘경베스트빌현대,서울,서울특별시 동대문구 휘경동 52,1,1,2
1419,휘경주공1단지,서울,서울특별시 동대문구 휘경동 57,1,4,5
1420,힐스테이트청계,서울,서울특별시 동대문구 답십리동 465-18,1,0,1
1421,동두천 송내주공3단지,경기,경기도 동두천시 송내동 664-6,1,3,4
1422,동두천 휴먼시아 아파트,경기,경기도 동두천시 생연동 831,1,1,2
1423,동두천국민체육센터,경기,경기도 동두천시 탑동동 799,2,0,2
1424,동두천부영6단지 아파트,경기,경기도 동두천시 생연동 715-7,1,1,2
1425,동두천시민회관,경기,경기도 동두천시 상패동 122,2,0,2
1426,동두천시종합운동장,경기,경기도 동두천시 생연동 70,2,0,2
1427,동두천월드메르디앙,경기,경기도 동두천시 생연동 231,1,1,2
1428,동두천지사,경기,경기도 동두천시 평화로 2262,1,0,1
1429,소요별앤숲테마파크,경기,경기도 동두천시 상봉암동 15,1,0,1
1430,송내주공5단지,경기,경기도 동두천시 송내동 696-3,1,2,3
1431,동래센트럴파크하이츠2단지,부산,부산광역시 동래구 명륜동 756-1,1,3,4
1432,동래지사,부산,부산광역시 동래구 안락동 451-10,0,5,5
1433,명륜쌍용예가,부산,부산광역시 동래구 명륜동 753,0,2,2
1434,명륜역,부산,부산광역시 동래구 명륜동 741,1,0,1
1435,명장삼성타운,부산,부산광역시 동래구 명장동 63-9,1,1,2
1436,사직 삼환나우빌,부산,부산광역시 동래구 사직동 1019,1,0,1
1437,사직쌍용예가 아파트,부산,부산광역시 동래구 사직동 1017,2,4,6
1438,관악동작지사,서울,서울특별시 동작구 동작대로 19,1,5,6
1439,대방성원 아파트,서울,서울특별시 동작구 대방동 여의대방로44길 9,1,2,3
1440,대방중간집하장 공영주차장,서울,서울특별시 동작구 대방동 67-1,1,0,1
1441,대우유로카운티,서울,서울특별시 동작구 상도동 양녕로 287,0,1,1
1442,동작상떼빌 아파트,서울,서울특별시 동작구 신대방동 신대방1가길 38,1,3,4
1443,래미안상도3차아파트,서울,서울특별시 동작구 대방동 상도로 53길 8,1,1,2
1444,보라매아카데미타워 아파트,서울,서울특별시 동작구 신대방동 보라매로5가길 16,0,2,2
1445,빙수골 장미주차장,서울,서울특별시 동작구 상도동 301-132,1,0,1
1446,사당롯데캐슬샤인,서울,서울특별시 동작구 사당동 사당로27길 190,1,1,2
1447,상도대림 아파트,서울,서울특별시 동작구 상도동 상도로60길 20,0,1,1
1448,상도래미안1차 아파트,서울,서울특별시 동작구 상도동 등용로 37,1,1,2
1449,상도파크자이,서울,서울특별시 동작구 상도동 장승배기로 11,1,1,2
1450,서울시여성가족재단,서울,서울특별시 동작구 대방동 345-1,1,0,1
1451,숲속마을신동아파밀리에,서울,서울특별시 동작구 신대방동 여의대방로10길 100,0,2,2
1452,신대방현대 아파트,서울,서울특별시 동작구 신대방동 여의대방로 28,1,1,2
1453,이수힐스테이트,서울,서울특별시 동작구 동작동 동작대로39길 22,1,1,2
1454,흑석한강센트레빌,서울,서울특별시 동작구 흑석동 흑석한강로 2,1,3,4
1455,힐스테이트상도프레스티지,서울,서울특별시 동작구 상도동 상도로 346-2,1,1,2
1456,구호동 자유무역지역관리원,강원,강원도 동해시 구호동 247,2,0,2
1457,대동 아파트,강원,강원도 동해시 동회동 442,1,4,5
1458,동해 아이파크 아파트,강원,강원도 동해시 이도동 751,0,3,3
1459,동해금호어울림 아파트,강원,강원도 동해시 천곡동 1102,0,2,2
1460,동해시 보건소,강원,강원도 동해시 천곡동 1095(보건소 공영 주차장),1,0,1
1461,동해역(ktx) 주차장,강원,강원도 동해시 송정동 산 24-22,1,0,1
1462,동해지사,강원,강원도 동해시 천곡동 792,0,2,2
1463,동해지사(공용),강원,강원도 동해시 천곡동 792,1,1,2
1464,동해코아루디오션,강원,강원도 동해시 평릉동 456,1,1,2
1465,동해푸르지오 아파트,강원,강원도 동해시 평릉동 293,0,2,2
1466,부곡동 행정복지센터,강원,강원도 동해시 부곡동 134-1,1,0,1
1467,사랑Dream아파트,강원,강원도 동해시 평릉동 207,0,2,2
1468,삼화동 행정복지센터 전기차 충전소,강원,강원도 동해시 이로동 183-2,1,0,1
1469,쌍용 아파트,강원,강원도 동해시 천곡동 942,0,2,2
1470,이마트 동해점,강원,강원도 동해시 천곡동 831,1,0,1
1471,지흥동 동해전력지사,강원,강원도 동해시 지흥동 263,1,0,1
1472,천곡동굴 제2주차장,강원,강원도 동해시 천곡동 731-68,1,0,1
1473,"한양2,3차 아파트",강원,강원도 동해시 천곡동 794,1,2,3
1474,희망Dream아파트,강원,강원도 동해시 용정동 25-145,0,2,2
1475,e편한세상마포리버파크,서울,서울특별시 마포구 용강동 토정로31길 24,1,3,4
1476,공덕아이파크아파트,서울,"서울특별시 마포구 만리재로 36 (신공덕동, 공덕 아이파크)",0,2,2
1477,대명 아파트,서울,서울특별시 마포구 연남동 동교로39길 11,0,1,1
1478,래미안마포리버웰,서울,서울특별시 마포구 용강동 토정로31길 23,1,3,4
1479,래미안밤섬리베뉴1 아파트,서울,서울특별시 마포구 상수동 독막로20나길 22,1,2,3
1480,래미안밤섬리베뉴2,서울,서울특별시 마포구 상수동 독막로20나길 21,1,3,4
1481,롯데캐슬프레지던트,서울,서울특별시 마포구 공덕동 마포대로 109,0,1,1
1482,마포대림1차 아파트,서울,서울특별시 마포구 용강동 마포대로1길 21,0,2,2
1483,마포도화우성아파트,서울,서울특별시 마포구 도화동 삼개로 38,1,1,2
1484,마포래미안푸르지오 1단지,서울,서울특별시 마포구 아현동 마포대로 195,1,3,4
1485,마포래미안푸르지오 2단지,서울,서울특별시 마포구 아현동 마포대로 195,1,4,5
1486,마포래미안푸르지오 3단지,서울,서울특별시 마포구 아현동 마포대로 195,1,3,4
1487,마포래미안푸르지오 4단지,서울,서울특별시 마포구 아현동 마포대로 195,1,4,5
1488,마포용산지사,서울,서울특별시 마포구 도화동 51-3,2,5,7
1489,마포자이2차아파트,서울,서울특별시 마포구 대흥동 804,1,0,1
1490,마포중앙도서관,서울,서울특별시 마포구 성산동 275-3,2,0,2
1491,마포트라팰리스2차,서울,서울특별시 마포구 아현동 738,0,2,2
1492,마포한강2차 푸르지오아파트,서울,서울특별시 마포구 합정동 473,0,5,5
1493,마포한강푸르지오1차,서울,"서울특별시 마포구 월드컵로1길 14 (합정동, 마포 한강 푸르지오)",0,3,3
1494,메세나폴리스 아파트,서울,서울특별시 마포구 양화로 45,1,3,4
1495,브라운스톤공덕 아파트,서울,서울특별시 마포구 신공덕동 백범로 230,0,2,2
1496,상암월드컵경기장,서울,서울특별시 마포구 성산동 531,7,3,10
1497,상암월드컵파크3단지,서울,서울특별시 마포구 상암동 월드컵로 338,1,2,3
